Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
-3.11530065536,130.448974609,2019-09-01,01:45:00,81,terra,Bula , Kab. Seram Bagian Timur , Maluku 
-8.31071281433,124.637794495,2019-09-01,01:45:00,90,terra,Alor Selatan , Kab. Alor , Nusa Tenggara Timur 
2.06310224533,100.501609802,2019-09-01,03:23:00,89,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
2.06068658829,100.518218994,2019-09-01,03:23:00,100,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
2.05827689171,100.534790039,2019-09-01,03:23:00,83,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.93629348278,100.660690308,2019-09-01,03:23:00,93,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.93397068977,100.676742554,2019-09-01,03:23:00,87,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.95034182072,100.479118347,2019-09-01,03:23:00,86,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.94795656204,100.495735168,2019-09-01,03:23:00,81,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.92449820042,100.659065247,2019-09-01,03:23:00,97,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.92218744755,100.675140381,2019-09-01,03:23:00,94,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.9127022028,100.657447815,2019-09-01,03:23:00,86,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.91180932522,100.405403137,2019-09-01,03:23:00,82,terra,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.52064776421,101.153533936,2019-09-01,03:23:00,98,terra,Tanah Putih , Kab. Rokan Hilir , Riau 
1.39444184303,101.461357117,2019-09-01,03:23:00,91,terra,Mandau , Kab. Bengkalis , Riau 
0.892525672913,102.495414734,2019-09-01,03:23:00,100,terra,Tebingtinggi Barat , Kab. Kepulauan Meranti , Riau 
0.418813705444,103.492736816,2019-09-01,03:23:00,83,terra,Mandah , Kab. Indragiri Hilir , Riau 
-0.125887915492,102.402984619,2019-09-01,03:23:00,91,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.388368874788,102.657539368,2019-09-01,03:23:00,82,terra,Rengat , Kab. Indragiri Hulu , Riau 
-2.46077680588,112.879684448,2019-09-01,03:23:00,88,terra,Kota Besi , Kab. Kotawaringin Timur , Kalimantan Tengah 
-1.28456270695,103.989891052,2019-09-01,03:23:00,82,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.2873301506,104.00843811,2019-09-01,03:23:00,89,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29369843006,103.988586426,2019-09-01,03:23:00,84,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29507887363,103.99786377,2019-09-01,03:23:00,91,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29646003246,104.007133484,2019-09-01,03:23:00,97,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.30196940899,104.044151306,2019-09-01,03:23:00,84,terra,Kumpeh , Kab. Muaro Jambi , Jambi 
-3.2887840271,111.845375061,2019-09-01,03:23:00,87,terra,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.29190945625,111.867607117,2019-09-01,03:23:00,84,terra,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.30555534363,111.865760803,2019-09-01,03:23:00,91,terra,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-2.22397303581,103.431625366,2019-09-01,03:23:00,87,terra,Bajubang , Kab. Batanghari , Jambi 
-2.63641095161,103.173652649,2019-09-01,03:23:00,83,terra,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.59994244576,102.867599487,2019-09-01,03:23:00,82,terra,Rawas Ulu , Kab. Musi Rawas Utara , Sumatera Selatan 
-3.27647972107,105.185699463,2019-09-01,03:23:00,89,terra,Pampangan , Kab. Ogan Komering Ilir , Sumatera Selatan 
-4.68014669418,104.085624695,2019-09-01,03:23:00,90,terra,Bauy Pemaca , Kab. Ogan Komering Ulu Selatan , Sumatera Selatan 
-8.81261635,140.98036194,2019-09-01,04:00:59,83,noaa20,Naukenjerai , Kab. Merauke , Papua 
-8.76922035,140.8197937,2019-09-01,04:00:59,91,noaa20,Naukenjerai , Kab. Merauke , Papua 
-8.76464939,140.80450439,2019-09-01,04:00:59,84,noaa20,Naukenjerai , Kab. Merauke , Papua 
-8.07723236,139.80270386,2019-09-01,04:00:59,89,noaa20,Okaba , Kab. Merauke , Papua 
-8.12486458,139.47427368,2019-09-01,04:00:59,87,noaa20,Okaba , Kab. Merauke , Papua 
-8.06488991,139.83930969,2019-09-01,04:00:59,81,noaa20,Okaba , Kab. Merauke , Papua 
-8.06200504,139.20935059,2019-09-01,04:00:59,87,noaa20,Tubang , Kab. Merauke , Papua 
-8.07713032,138.01580811,2019-09-01,04:02:25,94,noaa20,Waan , Kab. Merauke , Papua 
-7.74738121,138.38438416,2019-09-01,04:02:25,88,noaa20,Tabonji , Kab. Merauke , Papua 
-7.66845655,138.83363342,2019-09-01,04:02:25,100,noaa20,Kimaam , Kab. Merauke , Papua 
-7.1865387,140.60560608,2019-09-01,04:02:25,81,noaa20,Ulilin , Kab. Merauke , Papua 
-7.41307163,138.80645752,2019-09-01,04:02:25,89,noaa20,Tabonji , Kab. Merauke , Papua 
-7.01045465,139.47576904,2019-09-01,04:02:25,84,noaa20,Bamgi , Kab. Mappi , Papua 
-6.68761826,139.45874023,2019-09-01,04:02:25,84,noaa20,Obaa , Kab. Mappi , Papua 
-6.59953356,139.48408508,2019-09-01,04:02:25,97,noaa20,Obaa , Kab. Mappi , Papua 
-6.60582495,139.04046631,2019-09-01,04:02:25,84,noaa20,Nambionan Bapai , Kab. Mappi , Papua 
-6.53980827,139.34440613,2019-09-01,04:02:25,91,noaa20,Obaa , Kab. Mappi , Papua 
-6.51630402,139.45645142,2019-09-01,04:02:25,92,noaa20,Obaa , Kab. Mappi , Papua 
-6.44875908,139.36987305,2019-09-01,04:02:25,97,noaa20,Obaa , Kab. Mappi , Papua 
-8.07778644562,138.015869141,2019-09-01,04:40:00,89,aqua,Waan , Kab. Merauke , Papua 
-8.07972717285,138.003173828,2019-09-01,04:40:00,81,aqua,Waan , Kab. Merauke , Papua 
-8.0388879776,138.127883911,2019-09-01,04:40:00,81,aqua,Waan , Kab. Merauke , Papua 
-8.06062412262,137.987228394,2019-09-01,04:40:00,81,aqua,Waan , Kab. Merauke , Papua 
-7.42426109314,138.679428101,2019-09-01,04:40:00,85,aqua,Tabonji , Kab. Merauke , Papua 
-6.59542942047,139.486434937,2019-09-01,04:40:00,86,aqua,Obaa , Kab. Mappi , Papua 
-6.59817266464,139.469329834,2019-09-01,04:40:00,85,aqua,Obaa , Kab. Mappi , Papua 
-6.60267019272,139.480514526,2019-09-01,04:40:00,93,aqua,Obaa , Kab. Mappi , Papua 
-6.61170911789,139.02746582,2019-09-01,04:40:00,82,aqua,Nambionan Bapai , Kab. Mappi , Papua 
-3.11519098282,130.449432373,2019-09-01,04:40:00,92,aqua,Bula , Kab. Seram Bagian Timur , Maluku 
-3.11671638489,130.438705444,2019-09-01,04:40:00,84,aqua,Bula , Kab. Seram Bagian Timur , Maluku 
-3.11759328842,130.362030029,2019-09-01,04:40:00,87,aqua,Bula , Kab. Seram Bagian Timur , Maluku 
-3.08960556984,130.059066772,2019-09-01,04:40:00,95,aqua,Seram Utara , Kab. Maluku Tengah , Maluku 
-2.57625985146,133.002609253,2019-09-01,04:40:00,88,aqua,Babo , Kab. Telukbintuni , Papua Barat 
-9.61305904,120.07043457,2019-09-01,05:41:59,81,noaa20,Haharu , Kab. Sumba Timur , Nusa Tenggara Timur 
-9.67989349,119.33760834,2019-09-01,05:41:59,100,noaa20,Walakaka , Kab. Sumba Barat , Nusa Tenggara Timur 
-7.15843439102,106.653045654,2019-09-01,06:16:00,81,aqua,Waluran , Kab. Sukabumi , Jawa Barat 
-6.63926887512,105.82749939,2019-09-01,06:16:00,91,aqua,Angsana , Kab. Pandeglang , Banten 
-4.60528755188,105.564002991,2019-09-01,06:16:00,100,aqua,Bandar Mataram , Kab. Lampung Tengah , Lampung 
-4.60684919357,105.55255127,2019-09-01,06:16:00,81,aqua,Bandar Mataram , Kab. Lampung Tengah , Lampung 
-4.53797769547,105.68762207,2019-09-01,06:16:00,84,aqua,Bandar Mataram , Kab. Lampung Tengah , Lampung 
-3.21704101562,113.918434143,2019-09-01,06:16:00,85,aqua,Sebangau Kuala , Kab. Pulangpisau , Kalimantan Tengah 
-3.30727910995,111.856124878,2019-09-01,06:16:00,94,aqua,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.30901122093,111.844245911,2019-09-01,06:16:00,91,aqua,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.29701900482,111.854606628,2019-09-01,06:16:00,100,aqua,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.29875969887,111.842727661,2019-09-01,06:16:00,94,aqua,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.2885081768,111.841217041,2019-09-01,06:16:00,94,aqua,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.02784872055,112.748329163,2019-09-01,06:16:00,88,aqua,Seruyan Hilir Timur , Kab. Seruyan , Kalimantan Tengah 
-3.01685070992,112.746711731,2019-09-01,06:16:00,87,aqua,Seruyan Hilir Timur , Kab. Seruyan , Kalimantan Tengah 
-2.92204046249,113.075515747,2019-09-01,06:16:00,86,aqua,Pulauhanaut , Kab. Kotawaringin Timur , Kalimantan Tengah 
-2.9010181427,112.910049438,2019-09-01,06:16:00,94,aqua,Mentaya Hilir Selatan , Kab. Kotawaringin Timur , Kalimantan Tengah 
-2.89146900177,112.887313843,2019-09-01,06:16:00,84,aqua,Mentaya Hilir Selatan , Kab. Kotawaringin Timur , Kalimantan Tengah 
-3.81057405472,105.850349426,2019-09-01,06:16:00,81,aqua,Cengal , Kab. Ogan Komering Ilir , Sumatera Selatan 
-2.82881760597,112.616592407,2019-09-01,06:16:00,86,aqua,Seruyan Hilir , Kab. Seruyan , Kalimantan Tengah 
-2.97157764435,110.929412842,2019-09-01,06:16:00,82,aqua,Jelai , Kab. Sukamara , Kalimantan Tengah 
-2.94436359406,110.979644775,2019-09-01,06:16:00,90,aqua,Jelai , Kab. Sukamara , Kalimantan Tengah 
-2.9459233284,110.96900177,2019-09-01,06:16:00,85,aqua,Jelai , Kab. Sukamara , Kalimantan Tengah 
-2.84065628052,110.364074707,2019-09-01,06:16:00,89,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.84211039543,110.354125977,2019-09-01,06:16:00,94,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.83121204376,110.362701416,2019-09-01,06:16:00,92,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.83267092705,110.352745056,2019-09-01,06:16:00,100,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.83412837982,110.342803955,2019-09-01,06:16:00,97,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.82323122025,110.351371765,2019-09-01,06:16:00,84,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.74610590935,110.654571533,2019-09-01,06:16:00,89,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.74759149551,110.64427948,2019-09-01,06:16:00,86,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-3.08686208725,108.152770996,2019-09-01,06:16:00,82,aqua,Gantung , Kab. Belitung Timur , Kep. Bangka Belitung 
-2.72122311592,110.556755066,2019-09-01,06:16:00,88,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.72271156311,110.546577454,2019-09-01,06:16:00,81,aqua,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.57225751877,106.731323242,2019-09-01,06:17:00,87,aqua,Koba , Kab. Bangka Tengah , Kep. Bangka Belitung 
-1.84202992916,111.750480652,2019-09-01,06:17:00,99,aqua,Menthobi Raya , Kab. Lamandau , Kalimantan Tengah 
-1.84380877018,111.738235474,2019-09-01,06:17:00,82,aqua,Menthobi Raya , Kab. Lamandau , Kalimantan Tengah 
-2.72752165794,103.288238525,2019-09-01,06:17:00,88,aqua,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.72752118111,103.288238525,2019-09-01,06:16:00,88,aqua,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.72001838684,103.282035828,2019-09-01,06:17:00,84,aqua,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.72001934052,103.282035828,2019-09-01,06:16:00,84,aqua,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.0413248539,105.73160553,2019-09-01,06:16:00,84,aqua,Tempilang , Kab. Bangka Barat , Kep. Bangka Belitung 
-2.04132509232,105.73160553,2019-09-01,06:17:00,84,aqua,Tempilang , Kab. Bangka Barat , Kep. Bangka Belitung 
-1.92507994175,105.699081421,2019-09-01,06:16:00,85,aqua,Tempilang , Kab. Bangka Barat , Kep. Bangka Belitung 
-1.92508018017,105.699081421,2019-09-01,06:17:00,85,aqua,Tempilang , Kab. Bangka Barat , Kep. Bangka Belitung 
-1.83520448208,105.889533997,2019-09-01,06:16:00,81,aqua,Riausilip , Kab. Bangka , Kep. Bangka Belitung 
-1.83520376682,105.889541626,2019-09-01,06:17:00,81,aqua,Riausilip , Kab. Bangka , Kep. Bangka Belitung 
-1.58989310265,105.816123962,2019-09-01,06:16:00,90,aqua,Belinyu , Kab. Bangka , Kep. Bangka Belitung 
-1.58989334106,105.816116333,2019-09-01,06:17:00,90,aqua,Belinyu , Kab. Bangka , Kep. Bangka Belitung 
-1.59135234356,105.805900574,2019-09-01,06:16:00,99,aqua,Belinyu , Kab. Bangka , Kep. Bangka Belitung 
-1.59135258198,105.805900574,2019-09-01,06:17:00,99,aqua,Belinyu , Kab. Bangka , Kep. Bangka Belitung 
-1.29758417606,104.00528717,2019-09-01,06:16:00,96,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.2975833416,104.0052948,2019-09-01,06:17:00,96,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29945135117,103.992256165,2019-09-01,06:16:00,91,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.2994505167,103.992256165,2019-09-01,06:17:00,91,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.27434372902,104.015228271,2019-09-01,06:17:00,93,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.27434444427,104.015228271,2019-09-01,06:16:00,93,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.26547861099,104.000740051,2019-09-01,06:16:00,90,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.26547789574,104.000747681,2019-09-01,06:17:00,90,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.25317168236,103.932273865,2019-09-01,06:17:00,86,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.25317239761,103.932266235,2019-09-01,06:16:00,86,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-0.128536745906,102.398033142,2019-09-01,06:17:00,87,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
-0.128536209464,102.398033142,2019-09-01,06:16:00,87,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.421855837107,102.146759033,2019-09-01,06:17:00,86,aqua,Bunut , Kab. Pelalawan , Riau 
0.421856373549,102.146759033,2019-09-01,06:16:00,86,aqua,Bunut , Kab. Pelalawan , Riau 
1.76494717598,109.339042664,2019-09-01,06:17:00,87,aqua,Paloh , Kab. Sambas , Kalimantan Barat 
1.76494646072,109.339035034,2019-09-01,06:16:00,87,aqua,Paloh , Kab. Sambas , Kalimantan Barat 
1.96276795864,109.575042725,2019-09-01,06:17:00,82,aqua,Paloh , Kab. Sambas , Kalimantan Barat 
1.96276807785,109.575042725,2019-09-01,06:16:00,82,aqua,Paloh , Kab. Sambas , Kalimantan Barat 
1.38599038124,101.469581604,2019-09-01,06:17:00,89,aqua,Mandau , Kab. Bengkalis , Riau 
1.38599097729,101.469589233,2019-09-01,06:16:00,89,aqua,Mandau , Kab. Bengkalis , Riau 
1.50961434841,101.152282715,2019-09-01,06:17:00,84,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.53671979904,101.068946838,2019-09-01,06:17:00,84,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.53672039509,101.068954468,2019-09-01,06:16:00,84,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.92293560505,100.675125122,2019-09-01,06:17:00,83,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.92293643951,100.675132751,2019-09-01,06:16:00,83,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.91989505291,100.654418945,2019-09-01,06:17:00,94,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.91989576817,100.654418945,2019-09-01,06:16:00,94,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.93309760094,100.652404785,2019-09-01,06:17:00,84,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
2.05520009995,100.515380859,2019-09-01,06:17:00,87,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
2.05204296112,100.494270325,2019-09-01,06:17:00,83,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
2.0552008152,100.515388489,2019-09-01,06:16:00,87,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
-0.66155809164,122.86806488,2019-09-01,14:04:00,100,terra,Bualemo , Kab. Banggai , Sulawesi Tengah 
-0.652125239372,122.866569519,2019-09-01,14:04:00,100,terra,Bualemo , Kab. Banggai , Sulawesi Tengah 
2.78215765953,125.3956604,2019-09-01,14:04:00,100,terra,Siau Barat Utara , Kab. Kepulauan Siau Tagulandang Biaro , Sulawesi Utara 
2.45641803741,117.862724304,2019-09-01,14:04:00,91,terra,Tanungpalas Timur , Kab. Bulungan , Kalimantan Utara 
2.49930119514,117.891021729,2019-09-01,14:04:00,92,terra,Tanungpalas Timur , Kab. Bulungan , Kalimantan Utara 
-4.22312927246,104.337867737,2019-09-01,15:43:00,100,terra,Buay Pemuka Peliung , Kab. Ogan Komering Ulu Timur , Sumatera Selatan 
-3.27252960205,105.182273865,2019-09-01,15:43:00,100,terra,Pampangan , Kab. Ogan Komering Ilir , Sumatera Selatan 
-2.72082948685,103.285980225,2019-09-01,15:43:00,100,terra,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.62340688705,103.050712585,2019-09-01,15:43:00,86,terra,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.23765683174,103.449371338,2019-09-01,15:43:00,97,terra,Bajubang , Kab. Batanghari , Jambi 
-2.23923897743,103.43837738,2019-09-01,15:43:00,82,terra,Bajubang , Kab. Batanghari , Jambi 
-2.2325220108,103.41494751,2019-09-01,15:43:00,100,terra,Bajubang , Kab. Batanghari , Jambi 
-2.22264957428,103.413467407,2019-09-01,15:43:00,87,terra,Bajubang , Kab. Batanghari , Jambi 
-2.2242436409,103.402481079,2019-09-01,15:43:00,100,terra,Bajubang , Kab. Batanghari , Jambi 
-1.64531302452,105.400512695,2019-09-01,15:43:00,88,terra,Jebus , Kab. Bangka Barat , Kep. Bangka Belitung 
-1.76309299469,104.267532349,2019-09-01,15:43:00,97,terra,Muara Telang , Kab. Banyuasin , Sumatera Selatan 
-1.30420279503,104.042709351,2019-09-01,15:43:00,99,terra,Kumpeh , Kab. Muaro Jambi , Jambi 
-1.29914653301,104.004241943,2019-09-01,15:43:00,100,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.30093002319,103.992012024,2019-09-01,15:43:00,100,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.30271399021,103.979774475,2019-09-01,15:43:00,100,terra,Kumpeh , Kab. Muaro Jambi , Jambi 
-1.30449557304,103.967544556,2019-09-01,15:43:00,83,terra,Kumpeh , Kab. Muaro Jambi , Jambi 
-1.28873455524,104.002716064,2019-09-01,15:43:00,100,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29052734375,103.990478516,2019-09-01,15:43:00,100,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29232084751,103.978240967,2019-09-01,15:43:00,100,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29411065578,103.966026306,2019-09-01,15:43:00,100,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29589760303,103.953834534,2019-09-01,15:43:00,97,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.26427280903,104.024208069,2019-09-01,15:43:00,93,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.26609432697,104.011917114,2019-09-01,15:43:00,82,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.25859367847,104.016929626,2019-09-01,15:43:00,94,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.24826085567,103.940414429,2019-09-01,15:43:00,88,terra,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.09875571728,103.414901733,2019-09-01,15:43:00,100,terra,Tungkalilir , Kab. Tanjung Jabung Barat , Jambi 
-1.08872127533,103.413467407,2019-09-01,15:43:00,100,terra,Tungkalilir , Kab. Tanjung Jabung Barat , Jambi 
-0.845241725445,101.990615845,2019-09-01,15:43:00,87,terra,Peranap , Kab. Indragiri Hulu , Riau 
-0.390860974789,102.658172607,2019-09-01,15:43:00,100,terra,Rengat , Kab. Indragiri Hulu , Riau 
-0.392359644175,102.647750854,2019-09-01,15:43:00,100,terra,Rengat , Kab. Indragiri Hulu , Riau 
-0.130809381604,102.411872864,2019-09-01,15:43:00,100,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.132287546992,102.401657104,2019-09-01,15:43:00,100,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.122729256749,102.400276184,2019-09-01,15:43:00,100,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.124211333692,102.390068054,2019-09-01,15:43:00,100,terra,Kuala Kampar , Kab. Pelalawan , Riau 
1.89394187927,100.75453949,2019-09-01,18:43:00,100,aqua,Bangko , Kab. Rokan Hilir , Riau 
1.72054672241,101.177642822,2019-09-01,18:43:00,100,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.71916985512,101.187110901,2019-09-01,18:43:00,100,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.70995974541,101.185798645,2019-09-01,18:43:00,100,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.52068996429,101.156036377,2019-09-01,18:43:00,100,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.51932132244,101.165481567,2019-09-01,18:43:00,100,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.40288698673,101.466133118,2019-09-01,18:43:00,100,aqua,Mandau , Kab. Bengkalis , Riau 
1.40154194832,101.475341797,2019-09-01,18:43:00,100,aqua,Mandau , Kab. Bengkalis , Riau 
1.40019536018,101.484565735,2019-09-01,18:43:00,88,aqua,Mandau , Kab. Bengkalis , Riau 
1.39378452301,101.464836121,2019-09-01,18:43:00,100,aqua,Mandau , Kab. Bengkalis , Riau 
1.3924407959,101.474060059,2019-09-01,18:43:00,100,aqua,Mandau , Kab. Bengkalis , Riau 
1.36476182938,101.473571777,2019-09-01,18:43:00,82,aqua,Mandau , Kab. Bengkalis , Riau 
1.09708404541,102.358184814,2019-09-01,18:43:00,85,aqua,Merbau , Kab. Kepulauan Meranti , Riau 
1.08813905716,102.356910706,2019-09-01,18:43:00,100,aqua,Merbau , Kab. Kepulauan Meranti , Riau 
0.927991449833,102.502975464,2019-09-01,18:43:00,100,aqua,Tebingtinggi Barat , Kab. Kepulauan Meranti , Riau 
0.938658237457,102.368507385,2019-09-01,18:43:00,100,aqua,Merbau , Kab. Kepulauan Meranti , Riau 
0.892232239246,102.497879028,2019-09-01,18:43:00,100,aqua,Tebingtinggi Barat , Kab. Kepulauan Meranti , Riau 
1.07577240467,101.11907959,2019-09-01,18:43:00,100,aqua,Pinggir , Kab. Bengkalis , Riau 
1.07440435886,101.128486633,2019-09-01,18:43:00,89,aqua,Pinggir , Kab. Bengkalis , Riau 
0.427259296179,102.149299622,2019-09-01,18:43:00,95,aqua,Bunut , Kab. Pelalawan , Riau 
-0.110873773694,102.422706604,2019-09-01,18:43:00,83,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
-0.124838411808,102.39352417,2019-09-01,18:43:00,87,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
-0.12745206058,102.411277771,2019-09-01,18:43:00,100,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
-0.384344398975,102.655303955,2019-09-01,18:43:00,100,aqua,Rengat , Kab. Indragiri Hulu , Riau 
-0.393305659294,102.654029846,2019-09-01,18:43:00,100,aqua,Rengat , Kab. Indragiri Hulu , Riau 
-1.08578062057,103.417037964,2019-09-01,18:43:00,99,aqua,Tungkalilir , Kab. Tanjung Jabung Barat , Jambi 
-1.08714902401,103.426345825,2019-09-01,18:43:00,85,aqua,Tungkalilir , Kab. Tanjung Jabung Barat , Jambi 
-1.09492349625,103.415725708,2019-09-01,18:43:00,95,aqua,Tungkalilir , Kab. Tanjung Jabung Barat , Jambi 
-1.2769998312,103.957748413,2019-09-01,18:43:00,90,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.28423535824,104.006744385,2019-09-01,18:43:00,82,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.2863587141,103.956428528,2019-09-01,18:43:00,100,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.28780782223,103.966209412,2019-09-01,18:43:00,100,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.28925848007,103.975997925,2019-09-01,18:43:00,100,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29071033001,103.985801697,2019-09-01,18:43:00,100,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29216384888,103.995613098,2019-09-01,18:43:00,100,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-1.29361629486,104.00541687,2019-09-01,18:43:00,100,aqua,Muara Sabak , Kab. Tanjung Jabung Timur , Jambi 
-2.24146127701,103.451309204,2019-09-01,18:43:00,93,aqua,Bajubang , Kab. Batanghari , Jambi 
-2.61778903008,103.056335449,2019-09-01,18:43:00,90,aqua,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.71469378471,103.285102844,2019-09-01,18:43:00,82,aqua,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-2.71607470512,103.294570923,2019-09-01,18:43:00,99,aqua,Rawas Ilir , Kab. Musi Rawas Utara , Sumatera Selatan 
-3.27724409103,105.189720154,2019-09-01,18:43:00,88,aqua,Pampangan , Kab. Ogan Komering Ilir , Sumatera Selatan 
-3.32078409195,103.789093018,2019-09-01,18:43:00,88,aqua,Gunung Megang , Kab. Muara Enim , Sumatera Selatan 
1.71780276,101.17351532,2019-09-01,18:25:52,84,noaa20,Tanah Putih , Kab. Rokan Hilir , Riau 
